Date,CumulativeRainfall,CumNet,Plot.No,Irrigated.After,Mean.VWC,nextVWC_Observation,daysUntilNextObservation,CWB,NonZeroRain,CRain,CET,CIrr
2022-07-04,4.24,-4.69,401,No,0.406677083,0.38975,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,402,No,0.403625,0.386541667,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,403,No,0.378947917,0.357791667,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,404,No,0.3631875,0.340697917,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,405,No,0.3766875,0.35490625,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,406,No,0.382479167,0.361114583,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,501,No,0.402947917,0.3895,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,502,No,0.408875,0.391822917,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,503,No,0.386333333,0.363229167,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,504,No,0.394875,0.376802083,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,505,No,0.381260417,0.36359375,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-04,4.24,-4.69,506,No,0.381708333,0.365177083,2,-0.27999999999999936,FALSE,0,-0.27999999999999936,0
2022-07-06,4.24,-4.97,101,No,0.388322917,0.384,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,102,No,0.342458333,0.335083333,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,103,No,0.348135417,0.3405625,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,104,Yes,0.339875,0.338229167,2,0.08999999999999986,TRUE,0.10999999999999943,-0.2699999999999996,0.25
2022-07-06,4.24,-4.97,105,No,0.284489583,0.277260417,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,106,No,0.283020833,0.27071875,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,201,No,0.390604167,0.386239583,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,202,No,0.341052083,0.336802083,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,203,No,0.334666667,0.324260417,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,204,No,0.337072917,0.3288125,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,205,No,0.33765625,0.329125,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,206,No,0.346947917,0.336260417,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,301,No,0.392677083,0.383572917,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,302,No,0.367489583,0.357385417,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,304,No,0.357989583,0.352479167,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,305,No,0.345802083,0.350447917,1,-0.08999999999999986,TRUE,0.02999999999999936,-0.11999999999999922,0
2022-07-06,4.24,-4.97,306,No,0.367291667,0.363125,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,401,No,0.38975,0.3841875,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,402,No,0.386541667,0.376958333,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,403,No,0.357791667,0.350145833,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,404,No,0.340697917,0.336510417,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,405,No,0.35490625,0.348427083,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,406,No,0.361114583,0.354260417,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,501,No,0.3895,0.38325,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,502,No,0.391822917,0.388583333,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,503,No,0.363229167,0.35309375,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,504,No,0.376802083,0.373541667,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,505,No,0.36359375,0.361708333,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-06,4.24,-4.97,506,No,0.365177083,0.368895833,2,-0.16000000000000014,TRUE,0.10999999999999943,-0.2699999999999996,0
2022-07-07,4.27,-5.06,305,Yes,0.350447917,0.373354167,1,0.17999999999999972,TRUE,0.08000000000000007,-0.15000000000000036,0.25
2022-07-08,4.35,-5.13,101,No,0.384,0.3394375,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,102,No,0.335083333,0.303447917,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,103,No,0.3405625,0.30196875,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,104,No,0.338229167,0.3369375,1,-0.1900000000000004,FALSE,0,-0.1900000000000004,0
2022-07-08,4.35,-5.13,105,No,0.277260417,0.227322917,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,106,No,0.27071875,0.214697917,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,201,No,0.386239583,0.352739583,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,202,No,0.336802083,0.297979167,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,203,No,0.324260417,0.273333333,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,204,No,0.3288125,0.279916667,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,205,No,0.329125,0.2839375,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,206,No,0.336260417,0.28846875,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,301,No,0.383572917,0.346114583,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,302,No,0.357385417,0.324083333,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,303,No,0.363979167,0.348291667,2,-0.1900000000000004,TRUE,0.11000000000000032,-0.3000000000000007,0
2022-07-08,4.35,-5.13,304,No,0.352479167,0.322770833,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,305,No,0.373354167,0.354020833,2,-0.1900000000000004,TRUE,0.11000000000000032,-0.3000000000000007,0
2022-07-08,4.35,-5.13,306,No,0.363125,0.322083333,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,401,No,0.3841875,0.353510417,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,402,No,0.376958333,0.338989583,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,403,No,0.350145833,0.30328125,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,404,No,0.336510417,0.293197917,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,405,No,0.348427083,0.296770833,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,406,No,0.354260417,0.304510417,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,501,No,0.38325,0.350083333,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,502,No,0.388583333,0.361020833,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,503,No,0.35309375,0.294947917,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,504,No,0.373541667,0.333239583,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-08,4.35,-5.13,505,No,0.361708333,0.332604167,2,-0.1900000000000004,TRUE,0.11000000000000032,-0.3000000000000007,0
2022-07-08,4.35,-5.13,506,No,0.368895833,0.3211875,3,-0.3600000000000003,TRUE,0.11000000000000032,-0.47000000000000064,0
2022-07-09,4.35,-5.32,104,Yes,0.3369375,0.35140625,1,0.25,TRUE,0.11000000000000032,-0.11000000000000032,0.25
2022-07-10,4.46,-5.32,104,Yes,0.35140625,0.342375,1,0.08000000000000007,FALSE,0,-0.16999999999999993,0.25
2022-07-10,4.46,-5.32,303,Yes,0.348291667,0.358666667,1,0.08000000000000007,FALSE,0,-0.16999999999999993,0.25
2022-07-10,4.46,-5.32,305,Yes,0.354020833,0.3590625,1,0.08000000000000007,FALSE,0,-0.16999999999999993,0.25
2022-07-10,4.46,-5.32,505,Yes,0.332604167,0.34046875,1,0.08000000000000007,FALSE,0,-0.16999999999999993,0.25
2022-07-11,4.46,-5.49,101,No,0.3394375,0.316375,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,102,No,0.303447917,0.298625,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,103,No,0.30196875,0.281333333,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,104,No,0.342375,0.3181875,1,0.08999999999999986,TRUE,0.25,-0.16000000000000014,0
2022-07-11,4.46,-5.49,105,No,0.227322917,0.210604167,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,106,No,0.214697917,0.19496875,1,0.08999999999999986,TRUE,0.25,-0.16000000000000014,0
2022-07-11,4.46,-5.49,201,No,0.352739583,0.338916667,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,202,No,0.297979167,0.28878125,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,203,No,0.273333333,0.274708333,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,204,No,0.279916667,0.300645833,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,205,No,0.2839375,0.273885417,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,206,No,0.28846875,0.25634375,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,301,No,0.346114583,0.326145833,1,0.08999999999999986,TRUE,0.25,-0.16000000000000014,0
2022-07-11,4.46,-5.49,302,No,0.324083333,0.298739583,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,303,No,0.358666667,0.35334375,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,304,No,0.322770833,0.32309375,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,305,No,0.3590625,0.335885417,1,0.08999999999999986,TRUE,0.25,-0.16000000000000014,0
2022-07-11,4.46,-5.49,306,No,0.322083333,0.31867708300000003,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,401,No,0.353510417,0.362739583,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,402,No,0.338989583,0.311739583,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,403,No,0.30328125,0.2740625,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,404,No,0.293197917,0.273635417,1,0.08999999999999986,TRUE,0.25,-0.16000000000000014,0
2022-07-11,4.46,-5.49,405,No,0.296770833,0.269541667,1,0.08999999999999986,TRUE,0.25,-0.16000000000000014,0
2022-07-11,4.46,-5.49,406,No,0.304510417,0.285625,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,501,No,0.350083333,0.353177083,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,502,No,0.361020833,0.367489583,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,503,No,0.294947917,0.26878125,1,0.08999999999999986,TRUE,0.25,-0.16000000000000014,0
2022-07-11,4.46,-5.49,504,No,0.333239583,0.336895833,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-11,4.46,-5.49,505,No,0.34046875,0.322791667,1,0.08999999999999986,TRUE,0.25,-0.16000000000000014,0
2022-07-11,4.46,-5.49,506,No,0.3211875,0.313729167,2,-0.0699999999999994,TRUE,0.2599999999999998,-0.3299999999999992,0
2022-07-12,4.71,-5.4,104,Yes,0.3181875,0.34465625,1,0.09000000000000075,TRUE,0.009999999999999787,-0.16999999999999904,0.25
2022-07-12,4.71,-5.4,106,Yes,0.19496875,0.222822917,1,0.09000000000000075,TRUE,0.009999999999999787,-0.16999999999999904,0.25
2022-07-12,4.71,-5.4,301,Yes,0.326145833,0.340645833,1,0.09000000000000075,TRUE,0.009999999999999787,-0.16999999999999904,0.25
2022-07-12,4.71,-5.4,305,Yes,0.335885417,0.36290625,1,0.09000000000000075,TRUE,0.009999999999999787,-0.16999999999999904,0.25
2022-07-12,4.71,-5.4,404,Yes,0.273635417,0.297875,1,0.09000000000000075,TRUE,0.009999999999999787,-0.16999999999999904,0.25
2022-07-12,4.71,-5.4,405,Yes,0.269541667,0.3031875,1,0.09000000000000075,TRUE,0.009999999999999787,-0.16999999999999904,0.25
2022-07-12,4.71,-5.4,503,Yes,0.26878125,0.3121875,1,0.09000000000000075,TRUE,0.009999999999999787,-0.16999999999999904,0.25
2022-07-12,4.71,-5.4,505,Yes,0.322791667,0.356322917,1,0.09000000000000075,TRUE,0.009999999999999787,-0.16999999999999904,0.25
2022-07-13,4.72,-5.56,101,No,0.316375,0.27609375,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,102,No,0.298625,0.2780625,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,103,No,0.281333333,0.258145833,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,104,No,0.34465625,0.3326875,1,-0.1800000000000006,FALSE,0,-0.1800000000000006,0
2022-07-13,4.72,-5.56,105,No,0.210604167,0.171427083,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,106,No,0.222822917,0.2206875,1,-0.1800000000000006,FALSE,0,-0.1800000000000006,0
2022-07-13,4.72,-5.56,201,No,0.338916667,0.3073125,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,202,No,0.28878125,0.256885417,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,203,No,0.274708333,0.224385417,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,204,No,0.300645833,0.231583333,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,205,No,0.273885417,0.23871875,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,206,No,0.25634375,0.22809375,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,301,No,0.340645833,0.35453125,1,-0.1800000000000006,FALSE,0,-0.1800000000000006,0
2022-07-13,4.72,-5.56,302,No,0.298739583,0.276333333,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,303,No,0.35334375,0.317916667,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,304,No,0.32309375,0.28334375,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,305,No,0.36290625,0.334510417,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,306,No,0.31867708300000003,0.27290625,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,401,No,0.362739583,0.31653125,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,402,No,0.311739583,0.27834375,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,403,No,0.2740625,0.229145833,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,404,No,0.297875,0.274510417,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,405,No,0.3031875,0.253739583,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,406,No,0.285625,0.243552083,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,501,No,0.353177083,0.31303125,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,502,No,0.367489583,0.338666667,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,503,No,0.3121875,0.24134375,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,504,No,0.336895833,0.272208333,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-13,4.72,-5.56,505,No,0.356322917,0.347708333,1,-0.1800000000000006,FALSE,0,-0.1800000000000006,0
2022-07-13,4.72,-5.56,506,No,0.313729167,0.259916667,2,-0.3600000000000003,FALSE,0,-0.3600000000000003,0
2022-07-14,4.72,-5.74,104,Yes,0.3326875,0.3345625,1,0.07000000000000028,FALSE,0,-0.17999999999999972,0.25
2022-07-14,4.72,-5.74,106,Yes,0.2206875,0.237041667,1,0.07000000000000028,FALSE,0,-0.17999999999999972,0.25
2022-07-14,4.72,-5.74,301,Yes,0.35453125,0.375635417,1,0.07000000000000028,FALSE,0,-0.17999999999999972,0.25
2022-07-14,4.72,-5.74,505,Yes,0.347708333,0.357520833,1,0.07000000000000028,FALSE,0,-0.17999999999999972,0.25
2022-07-15,4.72,-5.92,101,No,0.27609375,0.23290625,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,102,Yes,0.2780625,0.29953125,2,-0.020000000000000462,TRUE,0.020000000000000462,-0.2900000000000009,0.25
2022-07-15,4.72,-5.92,103,No,0.258145833,0.22121875,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,104,No,0.3345625,0.333166667,1,-0.16000000000000014,FALSE,0,-0.16000000000000014,0
2022-07-15,4.72,-5.92,105,No,0.171427083,0.1449375,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,106,No,0.237041667,0.250375,1,-0.16000000000000014,FALSE,0,-0.16000000000000014,0
2022-07-15,4.72,-5.92,201,No,0.3073125,0.259041667,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,202,No,0.256885417,0.21990625,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,203,No,0.224385417,0.216885417,1,-0.16000000000000014,FALSE,0,-0.16000000000000014,0
2022-07-15,4.72,-5.92,204,No,0.231583333,0.218572917,1,-0.16000000000000014,FALSE,0,-0.16000000000000014,0
2022-07-15,4.72,-5.92,205,No,0.23871875,0.2170625,2,-0.27000000000000046,TRUE,0.020000000000000462,-0.2900000000000009,0
2022-07-15,4.72,-5.92,206,No,0.22809375,0.185614583,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,301,No,0.375635417,0.365572917,2,-0.27000000000000046,TRUE,0.020000000000000462,-0.2900000000000009,0
2022-07-15,4.72,-5.92,302,No,0.276333333,0.241614583,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,303,Yes,0.317916667,0.350020833,1,0.08999999999999986,FALSE,0,-0.16000000000000014,0.25
2022-07-15,4.72,-5.92,304,No,0.28334375,0.23996875,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,305,Yes,0.334510417,0.345020833,3,-0.2400000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0.25
2022-07-15,4.72,-5.92,306,No,0.27290625,0.2705625,1,-0.16000000000000014,FALSE,0,-0.16000000000000014,0
2022-07-15,4.72,-5.92,401,No,0.31653125,0.283916667,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,402,No,0.27834375,0.228197917,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,403,No,0.229145833,0.173635417,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,404,Yes,0.274510417,0.289583333,3,-0.2400000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0.25
2022-07-15,4.72,-5.92,405,Yes,0.253739583,0.286791667,1,0.08999999999999986,FALSE,0,-0.16000000000000014,0.25
2022-07-15,4.72,-5.92,406,No,0.243552083,0.204270833,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,501,No,0.31303125,0.26590625,3,-0.4900000000000002,TRUE,0.020000000000000462,-0.5100000000000007,0
2022-07-15,4.72,-5.92,502,Yes,0.338666667,0.367291667,2,-0.020000000000000462,TRUE,0.020000000000000462,-0.2900000000000009,0.25
2022-07-15,4.72,-5.92,503,Yes,0.24134375,0.23471875,1,0.08999999999999986,FALSE,0,-0.16000000000000014,0.25
