"Date","CumulativeRainfall","CumNet","Plot.No","Irrigated.After","Mean.VWC"
"07/12/22",4.71,-5.4,405,"Yes",0.269541667
"07/12/22",4.71,-5.4,503,"Yes",0.26878125
"07/12/22",4.71,-5.4,505,"Yes",0.322791667
"07/13/22",4.72,-5.56,101,"No",0.316375
"07/13/22",4.72,-5.56,102,"No",0.298625
"07/13/22",4.72,-5.56,103,"No",0.281333333
"07/13/22",4.72,-5.56,104,"No",0.34465625
"07/13/22",4.72,-5.56,105,"No",0.210604167
"07/13/22",4.72,-5.56,106,"No",0.222822917
"07/13/22",4.72,-5.56,201,"No",0.338916667
"07/13/22",4.72,-5.56,202,"No",0.28878125
"07/13/22",4.72,-5.56,203,"No",0.274708333
"07/13/22",4.72,-5.56,204,"No",0.300645833
"07/13/22",4.72,-5.56,205,"No",0.273885417
"07/13/22",4.72,-5.56,206,"No",0.25634375
"07/13/22",4.72,-5.56,301,"No",0.340645833
"07/13/22",4.72,-5.56,302,"No",0.298739583
"07/13/22",4.72,-5.56,303,"No",0.35334375
"07/13/22",4.72,-5.56,304,"No",0.32309375
"07/13/22",4.72,-5.56,305,"No",0.36290625
"07/13/22",4.72,-5.56,306,"No",0.318677083
"07/13/22",4.72,-5.56,401,"No",0.362739583
"07/13/22",4.72,-5.56,402,"No",0.311739583
"07/13/22",4.72,-5.56,403,"No",0.2740625
"07/13/22",4.72,-5.56,404,"No",0.297875
"07/13/22",4.72,-5.56,405,"No",0.3031875
"07/13/22",4.72,-5.56,406,"No",0.285625
"07/13/22",4.72,-5.56,501,"No",0.353177083
"07/13/22",4.72,-5.56,502,"No",0.367489583
"07/13/22",4.72,-5.56,503,"No",0.3121875
"07/13/22",4.72,-5.56,504,"No",0.336895833
"07/13/22",4.72,-5.56,505,"No",0.356322917
"07/13/22",4.72,-5.56,506,"No",0.313729167
"07/14/22",4.72,-5.74,104,"Yes",0.3326875
"07/14/22",4.72,-5.74,106,"Yes",0.2206875
"07/14/22",4.72,-5.74,301,"Yes",0.35453125
"07/14/22",4.72,-5.74,505,"Yes",0.347708333
"07/15/22",4.72,-5.92,101,"No",0.27609375
"07/15/22",4.72,-5.92,102,"Yes",0.2780625
"07/15/22",4.72,-5.92,103,"No",0.258145833
"07/15/22",4.72,-5.92,104,"No",0.3345625
"07/15/22",4.72,-5.92,105,"No",0.171427083
"07/15/22",4.72,-5.92,106,"No",0.237041667
"07/15/22",4.72,-5.92,201,"No",0.3073125
"07/15/22",4.72,-5.92,202,"No",0.256885417
"07/15/22",4.72,-5.92,203,"No",0.224385417
"07/15/22",4.72,-5.92,204,"No",0.231583333
"07/15/22",4.72,-5.92,205,"No",0.23871875
"07/15/22",4.72,-5.92,206,"No",0.22809375
"07/15/22",4.72,-5.92,301,"No",0.375635417
"07/15/22",4.72,-5.92,302,"No",0.276333333
"07/15/22",4.72,-5.92,303,"Yes",0.317916667
"07/15/22",4.72,-5.92,304,"No",0.28334375
"07/15/22",4.72,-5.92,305,"Yes",0.334510417
"07/15/22",4.72,-5.92,306,"No",0.27290625
"07/15/22",4.72,-5.92,401,"No",0.31653125
"07/15/22",4.72,-5.92,402,"No",0.27834375
"07/15/22",4.72,-5.92,403,"No",0.229145833
"07/15/22",4.72,-5.92,404,"Yes",0.274510417
"07/15/22",4.72,-5.92,405,"Yes",0.253739583
"07/15/22",4.72,-5.92,406,"No",0.243552083
"07/15/22",4.72,-5.92,501,"No",0.31303125
"07/15/22",4.72,-5.92,502,"Yes",0.338666667
"07/15/22",4.72,-5.92,503,"Yes",0.24134375
"07/15/22",4.72,-5.92,504,"No",0.272208333
"07/15/22",4.72,-5.92,505,"No",0.357520833
"07/15/22",4.72,-5.92,506,"No",0.259916667
"07/16/22",4.72,-6.08,104,"Yes",0.333166667
"07/16/22",4.72,-6.08,106,"Yes",0.250375
"07/16/22",4.72,-6.08,203,"Yes",0.216885417
"07/16/22",4.72,-6.08,204,"Yes",0.218572917
"07/16/22",4.72,-6.08,303,"Yes",0.350020833
"07/16/22",4.72,-6.08,306,"Yes",0.2705625
"07/16/22",4.72,-6.08,405,"Yes",0.286791667
"07/16/22",4.72,-6.08,503,"Yes",0.23471875
"07/17/22",4.74,-6.19,102,"Yes",0.29953125
"07/17/22",4.74,-6.19,205,"Yes",0.2170625
"07/17/22",4.74,-6.19,301,"Yes",0.365572917
"07/17/22",4.74,-6.19,502,"Yes",0.367291667
"07/17/22",4.74,-6.19,503,"Yes",0.291
"07/17/22",4.74,-6.19,505,"Yes",0.348385417
"07/18/22",4.74,-6.41,101,"No",0.23290625
"07/18/22",4.74,-6.41,102,"No",0.304645833
"07/18/22",4.74,-6.41,103,"No",0.22121875
"07/18/22",4.74,-6.41,104,"Yes",0.336270833
"07/18/22",4.74,-6.41,105,"No",0.1449375
"07/18/22",4.74,-6.41,106,"No",0.24371875
"07/18/22",4.74,-6.41,201,"No",0.259041667
"07/18/22",4.74,-6.41,202,"No",0.21990625
"07/18/22",4.74,-6.41,203,"No",0.217083333
"07/18/22",4.74,-6.41,204,"Yes",0.253854167
"07/18/22",4.74,-6.41,205,"No",0.216895833
"07/18/22",4.74,-6.41,206,"No",0.185614583
"07/18/22",4.74,-6.41,301,"No",0.37134375
"07/18/22",4.74,-6.41,302,"No",0.241614583
"07/18/22",4.74,-6.41,303,"No",0.34634375
"07/18/22",4.74,-6.41,304,"No",0.23996875
"07/18/22",4.74,-6.41,305,"Yes",0.345020833
"07/18/22",4.74,-6.41,306,"No",0.27315625
"07/18/22",4.74,-6.41,401,"Yes",0.283916667
"07/18/22",4.74,-6.41,402,"No",0.228197917
"07/18/22",4.74,-6.41,403,"No",0.173635417
"07/18/22",4.74,-6.41,404,"Yes",0.289583333
"07/18/22",4.74,-6.41,405,"No",0.289364583
"07/18/22",4.74,-6.41,406,"No",0.204270833
"07/18/22",4.74,-6.41,501,"No",0.26590625
"07/18/22",4.74,-6.41,502,"No",0.37290625
"07/18/22",4.74,-6.41,503,"No",0.302885417
"07/18/22",4.74,-6.41,504,"No",0.221364583
"07/18/22",4.74,-6.41,505,"No",0.348427083
"07/18/22",4.74,-6.41,506,"No",0.2114375
"07/19/22",4.74,-6.5,104,"Yes",0.33840625
"07/19/22",4.74,-6.5,106,"Yes",0.223770833
"07/19/22",4.74,-6.5,202,"Yes",0.20025
"07/19/22",4.74,-6.5,203,"Yes",0.19371875
"07/19/22",4.74,-6.5,205,"Yes",0.197739583
"07/19/22",4.74,-6.5,303,"Yes",0.3238125
"07/19/22",4.74,-6.5,306,"Yes",0.25521875
"07/19/22",4.74,-6.5,403,"Yes",0.15315625
"07/19/22",4.74,-6.5,405,"Yes",0.259302083
"07/19/22",4.74,-6.5,503,"Yes",0.272635417
"07/20/22",4.74,-6.7,101,"No",0.1985625
"07/20/22",4.74,-6.7,102,"Yes",0.255729167
"07/20/22",4.74,-6.7,103,"No",0.180802083
"07/20/22",4.74,-6.7,104,"No",0.330395833
"07/20/22",4.74,-6.7,105,"No",0.118864583
"07/20/22",4.74,-6.7,106,"No",0.243614583
"07/20/22",4.74,-6.7,201,"No",0.204104167
"07/20/22",4.74,-6.7,202,"Yes",0.204864583
"07/20/22",4.74,-6.7,203,"Yes",0.22059375
"07/20/22",4.74,-6.7,204,"No",0.22696875
"07/20/22",4.74,-6.7,205,"Yes",0.180229167
"07/20/22",4.74,-6.7,206,"Yes",0.155208333
"07/20/22",4.74,-6.7,301,"Yes",0.307291667
"07/20/22",4.74,-6.7,302,"Yes",0.20309375
"07/20/22",4.74,-6.7,303,"Yes",0.336395833
"07/20/22",4.74,-6.7,304,"No",0.189520833
"07/20/22",4.74,-6.7,305,"No",0.351427083
"07/20/22",4.74,-6.7,306,"Yes",0.291885417
"07/20/22",4.74,-6.7,401,"Yes",0.271729167
"07/20/22",4.74,-6.7,402,"No",0.183020833
"07/20/22",4.74,-6.7,403,"Yes",0.149041667
"07/20/22",4.74,-6.7,404,"Yes",0.28409375
"07/20/22",4.74,-6.7,405,"Yes",0.272854167
"07/20/22",4.74,-6.7,406,"No",0.1705625
"07/20/22",4.74,-6.7,501,"No",0.217802083
"07/20/22",4.74,-6.7,502,"Yes",0.305625
"07/20/22",4.74,-6.7,503,"No",0.275427083
"07/20/22",4.74,-6.7,504,"No",0.17365625
"07/20/22",4.74,-6.7,505,"Yes",0.280489583
"07/20/22",4.74,-6.7,506,"No",0.172822917
"07/21/22",4.74,-6.9,102,"Yes",0.264666667
"07/21/22",4.74,-6.9,106,"Yes",0.227020833
"07/21/22",4.74,-6.9,201,"Yes",0.1903125
"07/21/22",4.74,-6.9,202,"Yes",0.2251875
"07/21/22",4.74,-6.9,204,"Yes",0.200645833
"07/21/22",4.74,-6.9,205,"Yes",0.187791667
"07/21/22",4.74,-6.9,206,"Yes",0.154572917
"07/21/22",4.74,-6.9,301,"Yes",0.337322917
"07/21/22",4.74,-6.9,302,"Yes",0.19903125
"07/21/22",4.74,-6.9,305,"Yes",0.337989583
"07/21/22",4.74,-6.9,502,"Yes",0.318541667
"07/21/22",4.74,-6.9,503,"Yes",0.243239583
"07/21/22",4.74,-6.9,505,"Yes",0.283947917
"07/21/22",4.74,-6.9,506,"Yes",0.16540625
"07/22/22",4.74,-7.08,101,"No",0.179375
"07/22/22",4.74,-7.08,102,"No",0.281854167
"07/22/22",4.74,-7.08,103,"No",0.154947917
"07/22/22",4.74,-7.08,104,"Yes",0.2720625
"07/22/22",4.74,-7.08,105,"No",0.106302083
"07/22/22",4.74,-7.08,106,"No",0.260791667
"07/22/22",4.74,-7.08,201,"No",0.192822917
"07/22/22",4.74,-7.08,202,"No",0.244572917
"07/22/22",4.74,-7.08,203,"No",0.212833333
"07/22/22",4.74,-7.08,204,"Yes",0.229114583
"07/22/22",4.74,-7.08,205,"Yes",0.224072917
"07/22/22",4.74,-7.08,206,"No",0.169135417
"07/22/22",4.74,-7.08,301,"No",0.368052083
"07/22/22",4.74,-7.08,302,"Yes",0.20909375
"07/22/22",4.74,-7.08,303,"Yes",0.338552083
"07/22/22",4.74,-7.08,304,"No",0.168166667
"07/22/22",4.74,-7.08,305,"No",0.352479167
"07/22/22",4.74,-7.08,306,"No",0.27853125
"07/22/22",4.74,-7.08,401,"Yes",0.275989583
"07/22/22",4.74,-7.08,402,"No",0.159333333
"07/22/22",4.74,-7.08,403,"Yes",0.14615625
"07/22/22",4.74,-7.08,404,"Yes",0.28021875
"07/22/22",4.74,-7.08,405,"Yes",0.268885417
"07/22/22",4.74,-7.08,406,"No",0.1518125
"07/22/22",4.74,-7.08,501,"No",0.183364583
"07/22/22",4.74,-7.08,502,"No",0.345791667
"07/22/22",4.74,-7.08,503,"Yes",0.28984375
"07/22/22",4.74,-7.08,504,"No",0.149385417
"07/22/22",4.74,-7.08,505,"Yes",0.32590625
"07/22/22",4.74,-7.08,506,"Yes",0.17815625
"07/23/22",4.92,-6.97,102,"Yes",0.3020625
"07/23/22",4.92,-6.97,104,"Yes",0.3203125
"07/23/22",4.92,-6.97,105,"Yes",0.116020833
"07/23/22",4.92,-6.97,203,"Yes",0.245979167
"07/23/22",4.92,-6.97,302,"Yes",0.24534375
"07/23/22",4.92,-6.97,304,"Yes",0.211572917
"07/23/22",4.92,-6.97,305,"Yes",0.358510417
"07/23/22",4.92,-6.97,306,"Yes",0.300302083
"07/23/22",4.92,-6.97,403,"Yes",0.162677083
"07/23/22",4.92,-6.97,405,"Yes",0.303958333
"07/23/22",4.92,-6.97,502,"Yes",0.365625
"07/23/22",4.92,-6.97,505,"Yes",0.36396875
"07/25/22",4.92,-7.29,101,"No",0.175885417
"07/25/22",4.92,-7.29,102,"No",0.293666667
"07/25/22",4.92,-7.29,103,"No",0.152739583
"07/25/22",4.92,-7.29,104,"Yes",0.323677083
"07/25/22",4.92,-7.29,105,"No",0.137697917
"07/25/22",4.92,-7.29,106,"No",0.211572917
"07/25/22",4.92,-7.29,201,"No",0.191104167
"07/25/22",4.92,-7.29,202,"No",0.24059375
"07/25/22",4.92,-7.29,203,"No",0.246010417
"07/25/22",4.92,-7.29,204,"No",0.26846875
"07/25/22",4.92,-7.29,205,"No",0.259708333
"07/25/22",4.92,-7.29,206,"No",0.169625
"07/25/22",4.92,-7.29,301,"Yes",0.354145833
"07/25/22",4.92,-7.29,302,"No",0.27978125
"07/25/22",4.92,-7.29,303,"No",0.33525
"07/25/22",4.92,-7.29,304,"No",0.24909375
"07/25/22",4.92,-7.29,305,"Yes",0.352833333
"07/25/22",4.92,-7.29,306,"No",0.302052083
"07/25/22",4.92,-7.29,401,"No",0.296947917
"07/25/22",4.92,-7.29,402,"No",0.15571875
"07/25/22",4.92,-7.29,403,"No",0.2004375
"07/25/22",4.92,-7.29,404,"No",0.291052083
"07/25/22",4.92,-7.29,405,"No",0.294041667
"07/25/22",4.92,-7.29,406,"No",0.151260417
"07/25/22",4.92,-7.29,501,"No",0.1764375
"07/25/22",4.92,-7.29,502,"No",0.35428125
"07/25/22",4.92,-7.29,503,"No",0.280375
"07/25/22",4.92,-7.29,504,"No",0.15503125
"07/25/22",4.92,-7.29,505,"Yes",0.34503125
"07/25/22",4.92,-7.29,506,"No",0.205739583
"07/26/22",5.13,-7.16,104,"Yes",0.339697917
"07/26/22",5.13,-7.16,106,"Yes",0.21365625
"07/26/22",5.13,-7.16,206,"Yes",0.161541667
"07/26/22",5.13,-7.16,303,"Yes",0.332833333
"07/26/22",5.13,-7.16,401,"Yes",0.29934375
"07/26/22",5.13,-7.16,404,"Yes",0.283697917
"07/26/22",5.13,-7.16,405,"Yes",0.294572917
"07/26/22",5.13,-7.16,503,"Yes",0.2873125
"07/27/22",5.14,-7.32,101,"No",0.180635417
"07/27/22",5.14,-7.32,102,"No",0.293885417
"07/27/22",5.14,-7.32,103,"No",0.155333333
"07/27/22",5.14,-7.32,104,"No",0.335614583
"07/27/22",5.14,-7.32,105,"No",0.153708333
"07/27/22",5.14,-7.32,106,"No",0.260822917
"07/27/22",5.14,-7.32,201,"No",0.192739583
"07/27/22",5.14,-7.32,202,"No",0.244010417
"07/27/22",5.14,-7.32,203,"No",0.254447917
"07/27/22",5.14,-7.32,204,"No",0.291604167
"07/27/22",5.14,-7.32,205,"No",0.273447917
"07/27/22",5.14,-7.32,206,"No",0.17178125
"07/27/22",5.14,-7.32,301,"No",0.38075
"07/27/22",5.14,-7.32,302,"No",0.274833333
"07/27/22",5.14,-7.32,303,"No",0.354979167
"07/27/22",5.14,-7.32,304,"No",0.298125
"07/27/22",5.14,-7.32,305,"No",0.363572917
"07/27/22",5.14,-7.32,306,"No",0.338697917
"07/27/22",5.14,-7.32,401,"No",0.343208333
"07/27/22",5.14,-7.32,402,"No",0.15853125
"07/27/22",5.14,-7.32,403,"No",0.191541667
"07/27/22",5.14,-7.32,404,"No",0.306010417
"07/27/22",5.14,-7.32,405,"No",0.324947917
"07/27/22",5.14,-7.32,406,"No",0.162416667
"07/27/22",5.14,-7.32,501,"No",0.1778125
"07/27/22",5.14,-7.32,502,"No",0.3673125
"07/27/22",5.14,-7.32,503,"No",0.328385417
"07/27/22",5.14,-7.32,504,"No",0.18496875
"07/27/22",5.14,-7.32,505,"No",0.362135417
"07/27/22",5.14,-7.32,506,"No",0.233229167
"07/28/22",5.14,-7.45,104,"Yes",0.325854167
"07/28/22",5.14,-7.45,106,"Yes",0.247072917
"07/28/22",5.14,-7.45,204,"Yes",0.284385417
"07/28/22",5.14,-7.45,206,"Yes",0.171364583
"07/28/22",5.14,-7.45,303,"Yes",0.34871875
"07/28/22",5.14,-7.45,401,"Yes",0.337708333
"07/28/22",5.14,-7.45,404,"Yes",0.301479167
"07/28/22",5.14,-7.45,405,"Yes",0.3103125
"07/28/22",5.14,-7.45,503,"Yes",0.315395833
"07/28/22",5.14,-7.45,506,"Yes",0.222958333
"07/29/22",5.14,-7.59,101,"No",0.174635417
"07/29/22",5.14,-7.59,102,"Yes",0.274083333
"07/29/22",5.14,-7.59,103,"No",0.1518125
"07/29/22",5.14,-7.59,104,"Yes",0.3405625
"07/29/22",5.14,-7.59,105,"No",0.11865625
"07/29/22",5.14,-7.59,106,"No",0.248135417
"07/29/22",5.14,-7.59,201,"No",0.181114583
"07/29/22",5.14,-7.59,202,"Yes",0.222822917
"07/29/22",5.14,-7.59,203,"Yes",0.21046875
"07/29/22",5.14,-7.59,204,"No",0.29578125
"07/29/22",5.14,-7.59,205,"No",0.228677083
"07/29/22",5.14,-7.59,206,"No",0.17209375
"07/29/22",5.14,-7.59,301,"Yes",0.344895833
"07/29/22",5.14,-7.59,302,"No",0.242322917
"07/29/22",5.14,-7.59,303,"No",0.349197917
"07/29/22",5.14,-7.59,304,"No",0.227208333
"07/29/22",5.14,-7.59,305,"Yes",0.3334375
"07/29/22",5.14,-7.59,306,"No",0.284052083
"07/29/22",5.14,-7.59,401,"No",0.341104167
"07/29/22",5.14,-7.59,402,"No",0.15315625
"07/29/22",5.14,-7.59,403,"Yes",0.153583333
"07/29/22",5.14,-7.59,404,"No",0.307541667
"07/29/22",5.14,-7.59,405,"No",0.308260417
"07/29/22",5.14,-7.59,406,"No",0.14915625
"07/29/22",5.14,-7.59,501,"No",0.172166667
"07/29/22",5.14,-7.59,502,"Yes",0.3268125
"07/29/22",5.14,-7.59,503,"No",0.315697917
"07/29/22",5.14,-7.59,504,"No",0.149958333
"07/29/22",5.14,-7.59,505,"Yes",0.328854167
"07/29/22",5.14,-7.59,506,"No",0.221708333
"07/30/22",5.14,-7.78,102,"Yes",0.287114583
"07/30/22",5.14,-7.78,203,"Yes",0.243333333
"07/30/22",5.14,-7.78,205,"Yes",0.216072917
"07/30/22",5.14,-7.78,303,"Yes",0.346510417
"07/30/22",5.14,-7.78,306,"Yes",0.278083333
"07/30/22",5.14,-7.78,403,"Yes",0.151197917
"07/30/22",5.14,-7.78,502,"Yes",0.34803125
"07/30/22",5.14,-7.78,505,"Yes",0.345885417
"07/31/22",5.37,-7.69,104,"Yes",0.329354167
"07/31/22",5.37,-7.69,105,"Yes",0.108166667
"07/31/22",5.37,-7.69,106,"Yes",0.19940625
"07/31/22",5.37,-7.69,202,"Yes",0.222083333
"07/31/22",5.37,-7.69,205,"Yes",0.237583333
"07/31/22",5.37,-7.69,206,"Yes",0.161125
"07/31/22",5.37,-7.69,301,"Yes",0.3546875
"07/31/22",5.37,-7.69,302,"Yes",0.207010417
"07/31/22",5.37,-7.69,305,"Yes",0.337885417
"07/31/22",5.37,-7.69,403,"Yes",0.16665625
"07/31/22",5.37,-7.69,404,"Yes",0.288239583
"07/31/22",5.37,-7.69,405,"Yes",0.270260417
"07/31/22",5.37,-7.69,501,"Yes",0.177510417
"07/31/22",5.37,-7.69,503,"Yes",0.2571875
"08/01/22",5.38,-7.86,101,"No",0.171458333
"08/01/22",5.38,-7.86,102,"No",0.307854167
"08/01/22",5.38,-7.86,103,"No",0.144229167
"08/01/22",5.38,-7.86,104,"No",0.339739583
"08/01/22",5.38,-7.86,105,"No",0.15765625
"08/01/22",5.38,-7.86,106,"No",0.2475625
"08/01/22",5.38,-7.86,201,"No",0.17203125
"08/01/22",5.38,-7.86,202,"No",0.248635417
"08/01/22",5.38,-7.86,203,"No",0.293822917
"08/01/22",5.38,-7.86,204,"No",0.246947917
"08/01/22",5.38,-7.86,205,"No",0.2815
"08/01/22",5.38,-7.86,206,"No",0.187333333
"08/01/22",5.38,-7.86,301,"No",0.3844375
"08/01/22",5.38,-7.86,302,"Yes",0.226864583
"08/01/22",5.38,-7.86,303,"Yes",0.380020833
"08/01/22",5.38,-7.86,304,"No",0.200625
"08/01/22",5.38,-7.86,305,"No",0.359020833
"08/01/22",5.38,-7.86,306,"No",0.323416667
"08/01/22",5.38,-7.86,401,"No",0.325510417
"08/01/22",5.38,-7.86,402,"No",0.148197917
"08/01/22",5.38,-7.86,403,"No",0.240583333
"08/01/22",5.38,-7.86,404,"No",0.321333333
"08/01/22",5.38,-7.86,405,"No",0.305020833
"08/01/22",5.38,-7.86,406,"No",0.147760417
"08/01/22",5.38,-7.86,501,"No",0.217208333
"08/01/22",5.38,-7.86,502,"No",0.385447917
